Filename,Section,Metric,Value
compute_error.js,Halstead Metrics,Unique Operators,14
compute_error.js,Halstead Metrics,Unique Operands,95
compute_error.js,Halstead Metrics,Total Operators,248
compute_error.js,Halstead Metrics,Total Operands,263
compute_error.js,Halstead Metrics,Vocabulary,109
compute_error.js,Halstead Metrics,Length,511
compute_error.js,Halstead Metrics,Volume,3458.54
compute_error.js,Halstead Metrics,Difficulty,19.38
compute_error.js,Halstead Metrics,Effort,67022.91
compute_error.js,Keyword Frequency,return,18
compute_error.js,Keyword Frequency,if,7
compute_error.js,Keyword Frequency,else,3
compute_error.js,Keyword Frequency,for,1
compute_error.js,Keyword Frequency,except,1
compute_error.js,General,Average Line Length,32.83
compute_error.js,Results,Final Score,55
compute_error.js,Results,Grade,C

defaults.js,LOC Metrics,Total Lines,65
defaults.js,LOC Metrics,Blank Lines,13
defaults.js,LOC Metrics,Comment Lines,0
defaults.js,LOC Metrics,Code Lines,52
defaults.js,Halstead Metrics,Unique Operators,13
defaults.js,Halstead Metrics,Unique Operands,64
defaults.js,Halstead Metrics,Total Operators,213
defaults.js,Halstead Metrics,Total Operands,173
defaults.js,Halstead Metrics,Vocabulary,77
defaults.js,Halstead Metrics,Length,386
defaults.js,Halstead Metrics,Volume,2418.98
defaults.js,Halstead Metrics,Difficulty,17.57
defaults.js,Halstead Metrics,Effort,42502.23
defaults.js,Keyword Frequency,return,2
defaults.js,Keyword Frequency,if,9
defaults.js,Keyword Frequency,else,1
defaults.js,General,Average Line Length,37.50
defaults.js,Results,Final Score,55
defaults.js,Results,Grade,C

index.js,LOC Metrics,Total Lines,59
index.js,LOC Metrics,Blank Lines,10
index.js,LOC Metrics,Comment Lines,0
index.js,LOC Metrics,Code Lines,49
index.js,Halstead Metrics,Unique Operators,10
index.js,Halstead Metrics,Unique Operands,58
index.js,Halstead Metrics,Total Operators,145
index.js,Halstead Metrics,Total Operands,154
index.js,Halstead Metrics,Vocabulary,68
index.js,Halstead Metrics,Length,299
index.js,Halstead Metrics,Volume,1820.15
index.js,Halstead Metrics,Difficulty,13.28
index.js,Halstead Metrics,Effort,24164.08
index.js,Keyword Frequency,if,4
index.js,General,Average Line Length,33.53
index.js,Results,Final Score,55
index.js,Results,Grade,C

plot.js,LOC Metrics,Total Lines,161
plot.js,LOC Metrics,Blank Lines,40
plot.js,LOC Metrics,Comment Lines,0
plot.js,LOC Metrics,Code Lines,121
plot.js,Halstead Metrics,Unique Operators,15
plot.js,Halstead Metrics,Unique Operands,148
plot.js,Halstead Metrics,Total Operators,473
plot.js,Halstead Metrics,Total Operands,496
plot.js,Halstead Metrics,Vocabulary,163
plot.js,Halstead Metrics,Length,969
plot.js,Halstead Metrics,Volume,7120.92
plot.js,Halstead Metrics,Difficulty,25.14
plot.js,Halstead Metrics,Effort,178985.23
plot.js,Keyword Frequency,if,20
plot.js,Keyword Frequency,return,4
plot.js,Keyword Frequency,else,4
plot.js,General,Average Line Length,39.95
plot.js,Results,Final Score,55
plot.js,Results,Grade,C

style.js,LOC Metrics,Total Lines,26
style.js,LOC Metrics,Blank Lines,8
style.js,LOC Metrics,Comment Lines,0
style.js,LOC Metrics,Code Lines,18
style.js,Halstead Metrics,Unique Operators,12
style.js,Halstead Metrics,Unique Operands,35
style.js,Halstead Metrics,Total Operators,66
style.js,Halstead Metrics,Total Operands,73
style.js,Halstead Metrics,Vocabulary,47
style.js,Halstead Metrics,Length,139
style.js,Halstead Metrics,Volume,772.09
style.js,Halstead Metrics,Difficulty,12.51
style.js,Halstead Metrics,Effort,9662.13
style.js,Keyword Frequency,if,1
style.js,General,Average Line Length,34.72
style.js,Results,Final Score,55
style.js,Results,Grade,C

attributes.js,LOC Metrics,Total Lines,26
attributes.js,LOC Metrics,Blank Lines,2
attributes.js,LOC Metrics,Comment Lines,0
attributes.js,LOC Metrics,Code Lines,24
attributes.js,Halstead Metrics,Unique Operators,8
attributes.js,Halstead Metrics,Unique Operands,38
attributes.js,Halstead Metrics,Total Operators,71
attributes.js,Halstead Metrics,Total Operands,85
attributes.js,Halstead Metrics,Vocabulary,46
attributes.js,Halstead Metrics,Length,156
attributes.js,Halstead Metrics,Volume,861.68
attributes.js,Halstead Metrics,Difficulty,8.95
attributes.js,Halstead Metrics,Effort,7709.73
attributes.js,Keyword Frequency,for,2
attributes.js,General,Average Line Length,39.58
attributes.js,Results,Final Score,65
attributes.js,Results,Grade,B-

calc.js,LOC Metrics,Total Lines,49
calc.js,LOC Metrics,Blank Lines,12
calc.js,LOC Metrics,Comment Lines,0
calc.js,LOC Metrics,Code Lines,37
calc.js,Halstead Metrics,Unique Operators,14
calc.js,Halstead Metrics,Unique Operands,82
calc.js,Halstead Metrics,Total Operators,154
calc.js,Halstead Metrics,Total Operands,179
calc.js,Halstead Metrics,Vocabulary,96
calc.js,Halstead Metrics,Length,333
calc.js,Halstead Metrics,Volume,2192.79
calc.js,Halstead Metrics,Difficulty,15.28
calc.js,Halstead Metrics,Effort,33506.94
calc.js,Keyword Frequency,return,2
calc.js,Keyword Frequency,for,2
calc.js,Keyword Frequency,if,4
calc.js,General,Average Line Length,41.05
calc.js,Results,Final Score,55
calc.js,Results,Grade,C

click.js,LOC Metrics,Total Lines,27
click.js,LOC Metrics,Blank Lines,6
click.js,LOC Metrics,Comment Lines,0
click.js,LOC Metrics,Code Lines,21
click.js,Halstead Metrics,Unique Operators,11
click.js,Halstead Metrics,Unique Operands,82
click.js,Halstead Metrics,Total Operators,89
click.js,Halstead Metrics,Total Operands,130
click.js,Halstead Metrics,Vocabulary,93
click.js,Halstead Metrics,Length,219
click.js,Halstead Metrics,Volume,1432.08
click.js,Halstead Metrics,Difficulty,8.72
click.js,Halstead Metrics,Effort,12487.00
click.js,Keyword Frequency,for,1
click.js,Keyword Frequency,if,4
click.js,Keyword Frequency,else,1
click.js,General,Average Line Length,50.90
click.js,Results,Final Score,65
click.js,Results,Grade,B-

constants.js,LOC Metrics,Total Lines,22
constants.js,LOC Metrics,Blank Lines,5
constants.js,LOC Metrics,Comment Lines,0
constants.js,LOC Metrics,Code Lines,17
constants.js,Halstead Metrics,Unique Operators,9
constants.js,Halstead Metrics,Unique Operands,57
constants.js,Halstead Metrics,Total Operators,32
constants.js,Halstead Metrics,Total Operands,67
constants.js,Halstead Metrics,Vocabulary,66
constants.js,Halstead Metrics,Length,99
constants.js,Halstead Metrics,Volume,598.40
constants.js,Halstead Metrics,Difficulty,5.29
constants.js,Halstead Metrics,Effort,3165.19
constants.js,Keyword Frequency,for,3
constants.js,Keyword Frequency,with,1
constants.js,General,Average Line Length,31.41
constants.js,Results,Final Score,65
constants.js,Results,Grade,B-

defaults.js,LOC Metrics,Total Lines,16
defaults.js,LOC Metrics,Blank Lines,4
defaults.js,LOC Metrics,Comment Lines,0
defaults.js,LOC Metrics,Code Lines,12
defaults.js,Halstead Metrics,Unique Operators,9
defaults.js,Halstead Metrics,Unique Operands,28
defaults.js,Halstead Metrics,Total Operators,56
defaults.js,Halstead Metrics,Total Operands,51
defaults.js,Halstead Metrics,Vocabulary,37
defaults.js,Halstead Metrics,Length,107
defaults.js,Halstead Metrics,Volume,557.41
defaults.js,Halstead Metrics,Difficulty,8.20
defaults.js,Halstead Metrics,Effort,4568.78
defaults.js,Keyword Frequency,return,1
defaults.js,Keyword Frequency,if,1
defaults.js,General,Average Line Length,43.33
defaults.js,Results,Final Score,65
defaults.js,Results,Grade,B-

helpers.js,LOC Metrics,Total Lines,252
helpers.js,LOC Metrics,Blank Lines,36
helpers.js,LOC Metrics,Comment Lines,0
helpers.js,LOC Metrics,Code Lines,216
helpers.js,Halstead Metrics,Unique Operators,16
helpers.js,Halstead Metrics,Unique Operands,246
helpers.js,Halstead Metrics,Total Operators,733
helpers.js,Halstead Metrics,Total Operands,895
helpers.js,Halstead Metrics,Vocabulary,262
helpers.js,Halstead Metrics,Length,1628
helpers.js,Halstead Metrics,Volume,13078.41
helpers.js,Halstead Metrics,Difficulty,29.11
helpers.js,Halstead Metrics,Effort,380656.24
helpers.js,Keyword Frequency,for,14
helpers.js,Keyword Frequency,return,24
helpers.js,Keyword Frequency,if,27
helpers.js,Keyword Frequency,else,8
helpers.js,General,Average Line Length,34.29
helpers.js,Results,Final Score,55
helpers.js,Results,Grade,C

hover.js,LOC Metrics,Total Lines,1947
hover.js,LOC Metrics,Blank Lines,260
hover.js,LOC Metrics,Comment Lines,0
hover.js,LOC Metrics,Code Lines,1687
hover.js,Halstead Metrics,Unique Operators,16
hover.js,Halstead Metrics,Unique Operands,1182
hover.js,Halstead Metrics,Total Operators,6059
hover.js,Halstead Metrics,Total Operands,7443
hover.js,Halstead Metrics,Vocabulary,1198
hover.js,Halstead Metrics,Length,13502
hover.js,Halstead Metrics,Volume,138077.02
hover.js,Halstead Metrics,Difficulty,50.38
hover.js,Halstead Metrics,Effort,6955717.37
hover.js,Keyword Frequency,for,63
hover.js,Keyword Frequency,if,216
hover.js,Keyword Frequency,with,11
hover.js,Keyword Frequency,try,1
hover.js,Keyword Frequency,return,49
hover.js,Keyword Frequency,else,43
hover.js,Keyword Frequency,except,1
hover.js,Keyword Frequency,while,2
hover.js,General,Average Line Length,42.84
hover.js,Results,Final Score,55
hover.js,Results,Grade,C

hoverlabel_defaults.js,LOC Metrics,Total Lines,36
hoverlabel_defaults.js,LOC Metrics,Blank Lines,6
hoverlabel_defaults.js,LOC Metrics,Comment Lines,0
hoverlabel_defaults.js,LOC Metrics,Code Lines,30
hoverlabel_defaults.js,Halstead Metrics,Unique Operators,11
hoverlabel_defaults.js,Halstead Metrics,Unique Operands,43
hoverlabel_defaults.js,Halstead Metrics,Total Operators,119
hoverlabel_defaults.js,Halstead Metrics,Total Operands,129
hoverlabel_defaults.js,Halstead Metrics,Vocabulary,54
hoverlabel_defaults.js,Halstead Metrics,Length,248
hoverlabel_defaults.js,Halstead Metrics,Volume,1427.21
hoverlabel_defaults.js,Halstead Metrics,Difficulty,16.50
hoverlabel_defaults.js,Halstead Metrics,Effort,23549.00
hoverlabel_defaults.js,Keyword Frequency,if,8
hoverlabel_defaults.js,Keyword Frequency,else,1
hoverlabel_defaults.js,General,Average Line Length,42.50
hoverlabel_defaults.js,Results,Final Score,55
hoverlabel_defaults.js,Results,Grade,C

hovermode_defaults.js,LOC Metrics,Total Lines,16
hovermode_defaults.js,LOC Metrics,Blank Lines,4
hovermode_defaults.js,LOC Metrics,Comment Lines,0
hovermode_defaults.js,LOC Metrics,Code Lines,12
hovermode_defaults.js,Halstead Metrics,Unique Operators,11
hovermode_defaults.js,Halstead Metrics,Unique Operands,35
hovermode_defaults.js,Halstead Metrics,Total Operators,49
hovermode_defaults.js,Halstead Metrics,Total Operands,56
hovermode_defaults.js,Halstead Metrics,Vocabulary,46
hovermode_defaults.js,Halstead Metrics,Length,105
hovermode_defaults.js,Halstead Metrics,Volume,579.97
hovermode_defaults.js,Halstead Metrics,Difficulty,8.80
hovermode_defaults.js,Halstead Metrics,Effort,5103.77
hovermode_defaults.js,Keyword Frequency,if,2
hovermode_defaults.js,Keyword Frequency,return,3
hovermode_defaults.js,General,Average Line Length,42.42
hovermode_defaults.js,Results,Final Score,65
hovermode_defaults.js,Results,Grade,B-

index.js,LOC Metrics,Total Lines,69
index.js,LOC Metrics,Blank Lines,17
index.js,LOC Metrics,Comment Lines,0
index.js,LOC Metrics,Code Lines,52
index.js,Halstead Metrics,Unique Operators,9
index.js,Halstead Metrics,Unique Operands,86
index.js,Halstead Metrics,Total Operators,143
index.js,Halstead Metrics,Total Operands,172
index.js,Halstead Metrics,Vocabulary,95
index.js,Halstead Metrics,Length,315
index.js,Halstead Metrics,Volume,2069.50
index.js,Halstead Metrics,Difficulty,9.00
index.js,Halstead Metrics,Effort,18625.54
index.js,Keyword Frequency,for,1
index.js,Keyword Frequency,return,3
index.js,General,Average Line Length,37.52
index.js,Results,Final Score,65
index.js,Results,Grade,B-

layout_attributes.js,LOC Metrics,Total Lines,159
layout_attributes.js,LOC Metrics,Blank Lines,3
layout_attributes.js,LOC Metrics,Comment Lines,0
layout_attributes.js,LOC Metrics,Code Lines,156
layout_attributes.js,Halstead Metrics,Unique Operators,13
layout_attributes.js,Halstead Metrics,Unique Operands,249
layout_attributes.js,Halstead Metrics,Total Operators,331
layout_attributes.js,Halstead Metrics,Total Operands,691
layout_attributes.js,Halstead Metrics,Vocabulary,262
layout_attributes.js,Halstead Metrics,Length,1022
layout_attributes.js,Halstead Metrics,Volume,8210.16
layout_attributes.js,Halstead Metrics,Difficulty,18.04
layout_attributes.js,Halstead Metrics,Effort,148096.09
layout_attributes.js,Keyword Frequency,with,6
layout_attributes.js,Keyword Frequency,for,9
layout_attributes.js,Keyword Frequency,while,1
layout_attributes.js,Keyword Frequency,if,3
layout_attributes.js,General,Average Line Length,41.38
layout_attributes.js,Results,Final Score,55
layout_attributes.js,Results,Grade,C

layout_defaults.js,LOC Metrics,Total Lines,37
layout_defaults.js,LOC Metrics,Blank Lines,7
layout_defaults.js,LOC Metrics,Comment Lines,0
layout_defaults.js,LOC Metrics,Code Lines,30
layout_defaults.js,Halstead Metrics,Unique Operators,8
layout_defaults.js,Halstead Metrics,Unique Operands,60
layout_defaults.js,Halstead Metrics,Total Operators,114
layout_defaults.js,Halstead Metrics,Total Operands,117
layout_defaults.js,Halstead Metrics,Vocabulary,68
layout_defaults.js,Halstead Metrics,Length,231
layout_defaults.js,Halstead Metrics,Volume,1406.20
layout_defaults.js,Halstead Metrics,Difficulty,7.80
layout_defaults.js,Halstead Metrics,Effort,10968.39
layout_defaults.js,Keyword Frequency,return,1
layout_defaults.js,Keyword Frequency,if,4
layout_defaults.js,General,Average Line Length,41.00
layout_defaults.js,Results,Final Score,65
layout_defaults.js,Results,Grade,B-

layout_global_defaults.js,LOC Metrics,Total Lines,13
layout_global_defaults.js,LOC Metrics,Blank Lines,3
layout_global_defaults.js,LOC Metrics,Comment Lines,0
layout_global_defaults.js,LOC Metrics,Code Lines,10
layout_global_defaults.js,Halstead Metrics,Unique Operators,8
layout_global_defaults.js,Halstead Metrics,Unique Operands,20
layout_global_defaults.js,Halstead Metrics,Total Operators,41
layout_global_defaults.js,Halstead Metrics,Total Operands,36
layout_global_defaults.js,Halstead Metrics,Vocabulary,28
layout_global_defaults.js,Halstead Metrics,Length,77
layout_global_defaults.js,Halstead Metrics,Volume,370.17
layout_global_defaults.js,Halstead Metrics,Difficulty,7.20
layout_global_defaults.js,Halstead Metrics,Effort,2665.20
layout_global_defaults.js,Keyword Frequency,return,1
layout_global_defaults.js,General,Average Line Length,42.20
layout_global_defaults.js,Results,Final Score,70
layout_global_defaults.js,Results,Grade,B

index.js,LOC Metrics,Total Lines,411
index.js,LOC Metrics,Blank Lines,40
index.js,LOC Metrics,Comment Lines,0
index.js,LOC Metrics,Code Lines,371
index.js,Halstead Metrics,Unique Operators,16
index.js,Halstead Metrics,Unique Operands,333
index.js,Halstead Metrics,Total Operators,1223
index.js,Halstead Metrics,Total Operands,1574
index.js,Halstead Metrics,Vocabulary,349
index.js,Halstead Metrics,Length,2797
index.js,Halstead Metrics,Volume,23626.49
index.js,Halstead Metrics,Difficulty,37.81
index.js,Halstead Metrics,Effort,893407.76
index.js,Keyword Frequency,if,33
index.js,Keyword Frequency,for,19
index.js,Keyword Frequency,with,3
index.js,Keyword Frequency,return,9
index.js,Keyword Frequency,else,11
index.js,General,Average Line Length,39.78
index.js,Results,Final Score,55
index.js,Results,Grade,C

attributes.js,LOC Metrics,Total Lines,156
attributes.js,LOC Metrics,Blank Lines,16
attributes.js,LOC Metrics,Comment Lines,0
attributes.js,LOC Metrics,Code Lines,140
attributes.js,Halstead Metrics,Unique Operators,10
attributes.js,Halstead Metrics,Unique Operands,124
attributes.js,Halstead Metrics,Total Operators,221
attributes.js,Halstead Metrics,Total Operands,420
attributes.js,Halstead Metrics,Vocabulary,134
attributes.js,Halstead Metrics,Length,641
attributes.js,Halstead Metrics,Volume,4529.36
attributes.js,Halstead Metrics,Difficulty,16.94
attributes.js,Halstead Metrics,Effort,76706.96
attributes.js,Keyword Frequency,with,2
attributes.js,Keyword Frequency,for,4
attributes.js,General,Average Line Length,31.61
attributes.js,Results,Final Score,55
attributes.js,Results,Grade,C

convert_coords.js,LOC Metrics,Total Lines,70
convert_coords.js,LOC Metrics,Blank Lines,11
convert_coords.js,LOC Metrics,Comment Lines,0
convert_coords.js,LOC Metrics,Code Lines,59
convert_coords.js,Halstead Metrics,Unique Operators,15
convert_coords.js,Halstead Metrics,Unique Operands,162
convert_coords.js,Halstead Metrics,Total Operators,230
convert_coords.js,Halstead Metrics,Total Operands,360
convert_coords.js,Halstead Metrics,Vocabulary,177
convert_coords.js,Halstead Metrics,Length,590
convert_coords.js,Halstead Metrics,Volume,4405.89
convert_coords.js,Halstead Metrics,Difficulty,16.67
convert_coords.js,Halstead Metrics,Effort,73431.45
convert_coords.js,Keyword Frequency,if,8
convert_coords.js,Keyword Frequency,return,1
convert_coords.js,Keyword Frequency,for,1
convert_coords.js,Keyword Frequency,else,2
convert_coords.js,General,Average Line Length,47.08
convert_coords.js,Results,Final Score,55
convert_coords.js,Results,Grade,C

defaults.js,LOC Metrics,Total Lines,55
defaults.js,LOC Metrics,Blank Lines,14
defaults.js,LOC Metrics,Comment Lines,0
defaults.js,LOC Metrics,Code Lines,41
defaults.js,Halstead Metrics,Unique Operators,13
defaults.js,Halstead Metrics,Unique Operands,65
defaults.js,Halstead Metrics,Total Operators,158
defaults.js,Halstead Metrics,Total Operands,142
defaults.js,Halstead Metrics,Vocabulary,78
defaults.js,Halstead Metrics,Length,300
defaults.js,Halstead Metrics,Volume,1885.62
defaults.js,Halstead Metrics,Difficulty,14.20
defaults.js,Halstead Metrics,Effort,26775.81
defaults.js,Keyword Frequency,return,3
defaults.js,Keyword Frequency,if,2
defaults.js,Keyword Frequency,for,1
defaults.js,General,Average Line Length,34.85
defaults.js,Results,Final Score,55
defaults.js,Results,Grade,C

draw.js,LOC Metrics,Total Lines,248
draw.js,LOC Metrics,Blank Lines,45
draw.js,LOC Metrics,Comment Lines,0
draw.js,LOC Metrics,Code Lines,203
draw.js,Halstead Metrics,Unique Operators,15
draw.js,Halstead Metrics,Unique Operands,272
draw.js,Halstead Metrics,Total Operators,723
draw.js,Halstead Metrics,Total Operands,805
draw.js,Halstead Metrics,Vocabulary,287
draw.js,Halstead Metrics,Length,1528
draw.js,Halstead Metrics,Volume,12475.98
draw.js,Halstead Metrics,Difficulty,22.20
draw.js,Halstead Metrics,Effort,276925.43
draw.js,Keyword Frequency,for,5
draw.js,Keyword Frequency,if,16
draw.js,Keyword Frequency,else,7
draw.js,Keyword Frequency,return,1
draw.js,Keyword Frequency,with,1
draw.js,General,Average Line Length,39.57
draw.js,Results,Final Score,55
draw.js,Results,Grade,C

index.js,LOC Metrics,Total Lines,14
index.js,LOC Metrics,Blank Lines,4
index.js,LOC Metrics,Comment Lines,0
index.js,LOC Metrics,Code Lines,10
index.js,Halstead Metrics,Unique Operators,8
index.js,Halstead Metrics,Unique Operands,20
index.js,Halstead Metrics,Total Operators,31
index.js,Halstead Metrics,Total Operands,26
index.js,Halstead Metrics,Vocabulary,28
index.js,Halstead Metrics,Length,57
index.js,Halstead Metrics,Volume,274.02
index.js,Halstead Metrics,Difficulty,5.20
index.js,Halstead Metrics,Effort,1424.90
index.js,Keyword Frequency,None,0
index.js,General,Average Line Length,34.10
index.js,Results,Final Score,70
index.js,Results,Grade,B

attributes.js,LOC Metrics,Total Lines,213
attributes.js,LOC Metrics,Blank Lines,10
attributes.js,LOC Metrics,Comment Lines,0
attributes.js,LOC Metrics,Code Lines,203
attributes.js,Halstead Metrics,Unique Operators,13
attributes.js,Halstead Metrics,Unique Operands,188
attributes.js,Halstead Metrics,Total Operators,391
attributes.js,Halstead Metrics,Total Operands,752
attributes.js,Halstead Metrics,Vocabulary,201
attributes.js,Halstead Metrics,Length,1143
attributes.js,Halstead Metrics,Volume,8745.15
attributes.js,Halstead Metrics,Difficulty,26.00
attributes.js,Halstead Metrics,Effort,227373.95
attributes.js,Keyword Frequency,if,2
attributes.js,Keyword Frequency,with,9
attributes.js,Keyword Frequency,for,9
attributes.js,General,Average Line Length,36.17
attributes.js,Results,Final Score,55
attributes.js,Results,Grade,C

constants.js,LOC Metrics,Total Lines,14
constants.js,LOC Metrics,Blank Lines,2
constants.js,LOC Metrics,Comment Lines,0
constants.js,LOC Metrics,Code Lines,12
constants.js,Halstead Metrics,Unique Operators,8
constants.js,Halstead Metrics,Unique Operands,43
constants.js,Halstead Metrics,Total Operators,27
constants.js,Halstead Metrics,Total Operands,56
constants.js,Halstead Metrics,Vocabulary,51
constants.js,Halstead Metrics,Length,83
constants.js,Halstead Metrics,Volume,470.81
constants.js,Halstead Metrics,Difficulty,5.21
constants.js,Halstead Metrics,Effort,2452.60
constants.js,Keyword Frequency,None,0
constants.js,General,Average Line Length,34.83
constants.js,Results,Final Score,65
constants.js,Results,Grade,B-

defaults.js,LOC Metrics,Total Lines,130
defaults.js,LOC Metrics,Blank Lines,26
defaults.js,LOC Metrics,Comment Lines,0
defaults.js,LOC Metrics,Code Lines,104
defaults.js,Halstead Metrics,Unique Operators,16
defaults.js,Halstead Metrics,Unique Operands,161
defaults.js,Halstead Metrics,Total Operators,368
defaults.js,Halstead Metrics,Total Operands,385
defaults.js,Halstead Metrics,Vocabulary,177
defaults.js,Halstead Metrics,Length,753
defaults.js,Halstead Metrics,Volume,5623.11
defaults.js,Halstead Metrics,Difficulty,19.13
defaults.js,Halstead Metrics,Effort,107572.48
defaults.js,Keyword Frequency,for,1
defaults.js,Keyword Frequency,if,14
defaults.js,Keyword Frequency,return,3
defaults.js,Keyword Frequency,else,2
defaults.js,General,Average Line Length,40.47
defaults.js,Results,Final Score,55
defaults.js,Results,Grade,C

draw.js,LOC Metrics,Total Lines,803
draw.js,LOC Metrics,Blank Lines,124
draw.js,LOC Metrics,Comment Lines,0
draw.js,LOC Metrics,Code Lines,679
draw.js,Halstead Metrics,Unique Operators,16
draw.js,Halstead Metrics,Unique Operands,519
draw.js,Halstead Metrics,Total Operators,2486
draw.js,Halstead Metrics,Total Operands,2694
draw.js,Halstead Metrics,Vocabulary,535
draw.js,Halstead Metrics,Length,5180
draw.js,Halstead Metrics,Volume,46948.39
draw.js,Halstead Metrics,Difficulty,41.53
draw.js,Halstead Metrics,Effort,1949579.24
draw.js,Keyword Frequency,if,70
draw.js,Keyword Frequency,return,26
draw.js,Keyword Frequency,else,20
draw.js,Keyword Frequency,class,3
draw.js,Keyword Frequency,with,1
draw.js,Keyword Frequency,for,3
draw.js,General,Average Line Length,43.27
draw.js,Results,Final Score,55
draw.js,Results,Grade,C

get_legend_data.js,LOC Metrics,Total Lines,98
get_legend_data.js,LOC Metrics,Blank Lines,16
get_legend_data.js,LOC Metrics,Comment Lines,0
get_legend_data.js,LOC Metrics,Code Lines,82
get_legend_data.js,Halstead Metrics,Unique Operators,14
get_legend_data.js,Halstead Metrics,Unique Operands,104
get_legend_data.js,Halstead Metrics,Total Operators,332
get_legend_data.js,Halstead Metrics,Total Operands,311
get_legend_data.js,Halstead Metrics,Vocabulary,118
get_legend_data.js,Halstead Metrics,Length,643
get_legend_data.js,Halstead Metrics,Volume,4425.54
get_legend_data.js,Halstead Metrics,Difficulty,20.93
get_legend_data.js,Halstead Metrics,Effort,92638.46
get_legend_data.js,Keyword Frequency,if,9
get_legend_data.js,Keyword Frequency,else,4
get_legend_data.js,Keyword Frequency,for,4
get_legend_data.js,Keyword Frequency,return,2
get_legend_data.js,General,Average Line Length,39.65
get_legend_data.js,Results,Final Score,55
get_legend_data.js,Results,Grade,C

handle_click.js,LOC Metrics,Total Lines,229
handle_click.js,LOC Metrics,Blank Lines,34
handle_click.js,LOC Metrics,Comment Lines,0
handle_click.js,LOC Metrics,Code Lines,195
handle_click.js,Halstead Metrics,Unique Operators,15
handle_click.js,Halstead Metrics,Unique Operands,225
handle_click.js,Halstead Metrics,Total Operators,752
handle_click.js,Halstead Metrics,Total Operands,766
handle_click.js,Halstead Metrics,Vocabulary,240
handle_click.js,Halstead Metrics,Length,1518
handle_click.js,Halstead Metrics,Volume,12002.66
handle_click.js,Halstead Metrics,Difficulty,25.53
handle_click.js,Halstead Metrics,Effort,306467.92
handle_click.js,Keyword Frequency,if,31
handle_click.js,Keyword Frequency,return,3
handle_click.js,Keyword Frequency,else,8
handle_click.js,Keyword Frequency,for,11
handle_click.js,Keyword Frequency,with,1
handle_click.js,General,Average Line Length,44.43
handle_click.js,Results,Final Score,55
handle_click.js,Results,Grade,C

helpers.js,LOC Metrics,Total Lines,13
helpers.js,LOC Metrics,Blank Lines,3
helpers.js,LOC Metrics,Comment Lines,0
helpers.js,LOC Metrics,Code Lines,10
helpers.js,Halstead Metrics,Unique Operators,8
helpers.js,Halstead Metrics,Unique Operands,16
helpers.js,Halstead Metrics,Total Operators,41
helpers.js,Halstead Metrics,Total Operands,33
helpers.js,Halstead Metrics,Vocabulary,24
helpers.js,Halstead Metrics,Length,74
helpers.js,Halstead Metrics,Volume,339.29
helpers.js,Halstead Metrics,Difficulty,8.25
helpers.js,Halstead Metrics,Effort,2799.12
helpers.js,Keyword Frequency,return,3
helpers.js,General,Average Line Length,37.80
helpers.js,Results,Final Score,70
helpers.js,Results,Grade,B

index.js,LOC Metrics,Total Lines,13
index.js,LOC Metrics,Blank Lines,4
index.js,LOC Metrics,Comment Lines,0
index.js,LOC Metrics,Code Lines,9
index.js,Halstead Metrics,Unique Operators,8
index.js,Halstead Metrics,Unique Operands,15
index.js,Halstead Metrics,Total Operators,22
index.js,Halstead Metrics,Total Operands,20
index.js,Halstead Metrics,Vocabulary,23
index.js,Halstead Metrics,Length,42
index.js,Halstead Metrics,Volume,189.99
index.js,Halstead Metrics,Difficulty,5.33
index.js,Halstead Metrics,Effort,1013.28
index.js,Keyword Frequency,None,0
index.js,General,Average Line Length,26.67
index.js,Results,Final Score,70
index.js,Results,Grade,B

style.js,LOC Metrics,Total Lines,664
style.js,LOC Metrics,Blank Lines,103
style.js,LOC Metrics,Comment Lines,0
style.js,LOC Metrics,Code Lines,561
style.js,Halstead Metrics,Unique Operators,16
style.js,Halstead Metrics,Unique Operands,441
style.js,Halstead Metrics,Total Operators,2217
style.js,Halstead Metrics,Total Operands,2346
style.js,Halstead Metrics,Vocabulary,457
style.js,Halstead Metrics,Length,4563
style.js,Halstead Metrics,Volume,40318.90
style.js,Halstead Metrics,Difficulty,42.56
style.js,Halstead Metrics,Effort,1715884.52
style.js,Keyword Frequency,if,39
style.js,Keyword Frequency,else,10
style.js,Keyword Frequency,return,14
style.js,Keyword Frequency,with,2
style.js,Keyword Frequency,for,1
style.js,General,Average Line Length,42.48
style.js,Results,Final Score,55
style.js,Results,Grade,C

attributes.js,LOC Metrics,Total Lines,63
attributes.js,LOC Metrics,Blank Lines,3
attributes.js,LOC Metrics,Comment Lines,0
attributes.js,LOC Metrics,Code Lines,60
attributes.js,Halstead Metrics,Unique Operators,13
attributes.js,Halstead Metrics,Unique Operands,92
attributes.js,Halstead Metrics,Total Operators,96
attributes.js,Halstead Metrics,Total Operands,185
attributes.js,Halstead Metrics,Vocabulary,105
attributes.js,Halstead Metrics,Length,281
attributes.js,Halstead Metrics,Volume,1886.70
attributes.js,Halstead Metrics,Difficulty,13.07
attributes.js,Halstead Metrics,Effort,24660.44
attributes.js,Keyword Frequency,if,1
attributes.js,Keyword Frequency,with,1
attributes.js,General,Average Line Length,33.08
attributes.js,Results,Final Score,55
attributes.js,Results,Grade,C

buttons.js,LOC Metrics,Total Lines,750
buttons.js,LOC Metrics,Blank Lines,100
