Issue Number,Title,State,Created At,Updated At,Assignee,Labels
4284,Imshow behaviour incorrect with log scale on yaxis,open,2023-07-19T09:37:48Z,2024-08-12T20:57:45Z,,"bug, P3"
4283," Since upgrading plotly.py to 5.15.0 subplots with 2 columns, the yaxis2 title_text is showing on the left next to yaxis",open,2023-07-19T00:01:31Z,2024-08-12T20:57:31Z,,"bug, P3, regression"
4280,`to_json` does not handle color as `np.nan` properly,open,2023-07-13T13:40:40Z,2024-08-12T20:57:06Z,,"bug, P3"
4268,Image show fails in Firefox with high resolution image ,open,2023-07-03T23:35:56Z,2024-08-12T20:56:41Z,,"bug, P3"
4267,color_continuous_scale causes a bug when the last item is not 1.0,open,2023-07-01T22:13:03Z,2024-08-12T20:56:36Z,,"bug, P3"
4262,"`fitbounds=""locations""` parameter not working for `px.choropleth_mapbox`",open,2023-06-26T08:53:34Z,2024-08-12T20:56:29Z,,"bug, P3"
4243,"marker symbol ""y-[up, down, left, right]"" doesnt work.",closed,2023-06-12T16:49:28Z,2024-07-11T23:31:30Z,,"bug, sev-2"
4242,Bug in parallel_coordinates(),open,2023-06-11T16:17:55Z,2024-08-12T20:56:06Z,,"bug, P3"
4240,Font size units missing in docs,open,2023-06-09T10:48:39Z,2025-03-18T13:46:34Z,LiamConnors,"bug, P3, documentation"
4235,FigureWidget update issues after single bin histogram. ,open,2023-06-08T01:10:49Z,2024-08-12T20:55:39Z,,"bug, P3"
4234,Uirevision doesn’t seem to work properly with images in dcc.Graph,open,2023-06-07T15:06:34Z,2024-08-12T20:55:33Z,,"bug, P3"
4223,Figure margin edit makes scrollZoom glitch / lag,open,2023-05-31T16:53:09Z,2024-12-19T21:54:13Z,,"bug, P3, performance"
4220,Scattermode=group does not autoscale yaxis,open,2023-05-25T17:02:30Z,2024-08-12T20:54:38Z,,"bug, P3"
4219,ValueError: Plotly Express cannot process wide-form data with columns of different type.,open,2023-05-24T05:18:22Z,2024-08-12T20:54:29Z,,"bug, P3"
4215,heatmaps hide data if any X- or Y-axis label is repeated (px.imshow and go.Heatmap),open,2023-05-18T01:57:08Z,2024-08-12T20:54:22Z,,"bug, P3"
4213,go.Scatter ignores the masked array elements in numpy masked arrays,open,2023-05-15T20:04:24Z,2024-08-12T20:54:14Z,,"bug, P3"
4205,Full python docstring not included in web API docs,open,2023-05-12T13:24:24Z,2024-08-12T20:54:00Z,LiamConnors,"bug, P3, documentation"
4194,Strange animation behavior with improperly specified color,open,2023-05-08T17:49:24Z,2024-08-12T20:53:53Z,,"bug, P3"
4192,Visual bug for nodes with fixed position in Sankey plot,open,2023-05-06T10:31:57Z,2024-08-12T20:53:49Z,,"bug, P3"
4175,Parcats not support displaying the category name,open,2023-04-25T09:11:52Z,2024-08-12T20:53:10Z,,"bug, P3"
4172,Sunburst figures not aggregating custom_data for parents with >1 leaf,open,2023-04-22T07:18:28Z,2024-08-12T20:53:06Z,,"bug, P3"
4171,Improper conversion of Pandas-Arrow date to datetime fails,open,2023-04-20T21:05:11Z,2024-11-26T12:11:48Z,,"bug, P3"
4163,Plotly object not displayed by ipywidgets Button,open,2023-04-18T06:47:55Z,2024-08-12T20:52:42Z,,"bug, P3"
4160,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),open,2023-04-14T20:34:39Z,2024-08-12T20:52:37Z,,"bug, P3"
4155,plotly.graph_objects.sankey.node.Line does not work with an array of color,open,2023-04-11T13:11:36Z,2024-08-12T20:52:30Z,,"bug, P3"
4154,plotly express scatterplots not displaying correctly in jupyter,open,2023-04-07T07:01:10Z,2024-08-12T20:52:20Z,,"bug, P3"
4144,Certain padding values cause plots to overtake all other subplots,open,2023-04-03T17:35:36Z,2024-08-12T20:51:34Z,,"bug, P3"
4140,Line width = 0 in templates effectively disables hline and vline,open,2023-03-31T09:52:01Z,2024-08-12T20:51:30Z,,"bug, P3"
4130,lightposition for surface plots doesn't work,open,2023-03-28T22:48:59Z,2024-08-12T20:51:23Z,,"bug, P3"
4127,Plotly and tqdm in the same notebook cell causes blank plot  ,open,2023-03-28T12:49:36Z,2024-09-28T18:34:00Z,,"bug, P3"
4125,example in docs about adding a wms layer not working,open,2023-03-27T18:26:15Z,2024-08-12T20:51:10Z,LiamConnors,"bug, P3, documentation"
4117,Plotly Express constructor: lists passed to `x` and `y` params are mutated,open,2023-03-21T06:01:51Z,2024-08-12T20:50:43Z,,"bug, P3"
4105,Missing clipping in n_colors,closed,2023-03-15T10:04:26Z,2023-06-04T20:26:17Z,,bug
4099,go.Table creates an unsightly and non-removable scroll bar when plotting on another figure.,open,2023-03-13T19:47:17Z,2024-08-12T20:50:04Z,,"bug, P3"
4080,add `packaging` to setup.py file?,closed,2023-02-24T21:27:45Z,2023-03-17T05:16:20Z,,bug
4069,"[Typing] `px.timeline.color_continuous_scale` accepts also `list[tuple[float,str]]`, not only `list[str]`",open,2023-02-13T16:43:36Z,2024-08-12T20:22:43Z,T4rk1n,"bug, P3"
4068,px.scatter_mapbox animation issue: color shows the 1st frame and won't update ,closed,2023-02-13T07:14:59Z,2023-02-16T00:53:35Z,,bug
4040,Misleading error message when an invalid y column name is provided to px.line,open,2023-01-26T16:42:50Z,2024-08-12T13:42:42Z,,"bug, P3"
4004,"languages RTL direction issue fig.write_image ""jpeg""",open,2022-12-30T10:40:09Z,2024-08-12T13:42:40Z,,"bug, P3"
4003,Timeline slider causes width flickering/glitching,open,2022-12-28T12:35:26Z,2024-08-30T08:41:53Z,,"bug, P3, performance"
3985,go.images moved around dcc.graph in combination with plotly.make_subplots(),open,2022-12-15T20:11:00Z,2024-08-12T20:27:30Z,,"bug, P3"
3984,plot empty dataframe fails if facet_col/row is specified,closed,2022-12-15T14:58:44Z,2023-06-04T01:47:23Z,,bug
3976,Box/Lasso selection giving wrong indices in point_inds for px.scatter,open,2022-12-06T11:03:48Z,2024-08-12T20:27:38Z,,"bug, P3"
3968,vline annotation gives TypeError,open,2022-11-28T10:53:15Z,2024-08-12T13:43:10Z,,"bug, P3"
3959,Artifacts on line scatter plot when the first item is None,closed,2022-11-18T10:48:33Z,2023-02-17T20:00:42Z,,bug
3957,Incorrect handling of `np.datetime64[ns]` date values,open,2022-11-16T13:46:54Z,2024-08-12T13:43:09Z,,"bug, P3"
3952,`figure_factory.create_distplot` does not allow displaying of axes lines,open,2022-11-15T10:11:10Z,2024-08-12T13:43:08Z,,"bug, P3"
3951,uirevision property doesn't keep the viewpoint consistent,open,2022-11-12T08:53:52Z,2024-08-12T13:43:08Z,,"bug, sev-3, P3"
3936,Explicit figure height replaced with autosize=True in callback,open,2022-10-25T23:48:45Z,2024-08-12T20:28:25Z,,"bug, P3"
3933,graph_objs.volume and .isosurface not rendering non-cuboid,open,2022-10-23T10:53:34Z,2024-08-12T20:28:32Z,,"bug, P3"
3929,Customdata in texttemplate could not be found in heatmap,open,2022-10-19T21:00:48Z,2024-08-12T20:28:46Z,,"bug, P3"
3910,`on_selection` callback seems to not get fired,open,2022-10-02T16:10:39Z,2024-08-12T20:29:02Z,,"bug, P3"
3907,Installation requirements are not sufficiently detailed: jupyterlab-widgets version is critical,open,2022-09-29T20:38:18Z,2024-08-12T20:29:55Z,marthacryan,"bug, P3, documentation"
3900,OSError: Address 'http://127.0.0.1:8050' already in use,open,2022-09-25T09:59:05Z,2024-08-12T20:30:14Z,,"bug, P3, regression"
3889,Polar barplots do not have reset zoom available,open,2022-09-14T08:02:44Z,2024-11-12T09:45:48Z,,"bug, P3"
3884,Can't render in jupyter lab with history_manager disabled,closed,2022-09-07T20:20:19Z,2024-07-11T14:01:24Z,,bug
3883,legend and yaxis titles don't match in color,open,2022-09-07T15:19:31Z,2024-08-12T13:43:03Z,LiamConnors,"bug, P3"
3874,fig.add_vline fails on figure with a separate subplot containing Scatter3d,open,2022-08-31T10:01:47Z,2024-08-12T13:43:02Z,,"bug, P3"
3870,"Violin plot `quartilemethod` arg in docs, but not library",closed,2022-08-28T11:30:29Z,2023-03-23T17:24:14Z,,bug
3865,Plot fails with `NoneType object not callable` for plotly backend in pandas ,open,2022-08-23T08:20:43Z,2024-08-12T20:33:10Z,,"bug, P3"
3864,Histogram hover template doesn't recognise trace name,open,2022-08-22T10:06:02Z,2024-08-12T20:33:15Z,,"bug, P3"
3860,"Problems with ""Reds"", ""Turbo"", ""Inferno"" (...?) colorscales",open,2022-08-20T14:34:59Z,2024-08-12T20:33:21Z,,"bug, P3"
3845,Plotly Weekly & Monthly Range selector buttons not working on time series data,open,2022-08-11T14:07:41Z,2024-08-12T20:33:57Z,,"bug, P3"
3843,ValueError: Invalid property specified for object of type plotly.graph_objs.layout.Shape: 'symbol',closed,2022-08-10T13:20:36Z,2024-07-11T14:06:16Z,,bug
3834,Error in ff.create_hexbin_mapbox,open,2022-08-05T05:31:32Z,2024-08-12T20:34:07Z,,"bug, P3"
3826,Pie chart category_orders not working with boolean values,open,2022-07-27T12:25:41Z,2024-08-12T20:34:31Z,,"bug, P3"
3806,.full_figure_for_development() doesn't show all computed data for go.Carpet,open,2022-07-11T17:17:24Z,2024-08-12T20:34:36Z,,"bug, P3"
3802,Sorted categories (Pandas `Categorical` series) aren't sorted in chart,open,2022-07-01T04:32:47Z,2024-08-12T20:35:03Z,,"bug, P3"
3801,legend_tracegroupgap  doesn't work when legend_traceorder is used,open,2022-07-01T03:44:41Z,2024-08-12T13:43:27Z,,"bug, sev-4, P3"
3799,px.density_contour() ignores color labels for negative histfunc results,open,2022-06-29T11:31:04Z,2024-08-12T20:35:12Z,,"bug, P3"
3798,wrong location of xticks in plotly express,open,2022-06-28T13:46:15Z,2024-12-01T10:04:48Z,,"bug, P3"
3797,"Strange ""/"" sign in the center of the plot.",open,2022-06-28T11:26:34Z,2024-08-12T20:19:09Z,,"bug, P3"
3780,"Tick texts on the histogram are shifted to the left if ""xbins"" and ""tickvals"" were customized",open,2022-06-15T17:35:39Z,2024-08-12T20:17:27Z,archmoj,"bug, P3"
3778,Bug in changing Title persian(arabic) fonts in plotly.GO,open,2022-06-15T10:26:04Z,2024-08-12T20:16:58Z,,"bug, P3"
3770,"Box Plot line color changes the fill color as well, unless fill color is specified",open,2022-06-10T11:07:05Z,2024-08-12T20:15:56Z,,"bug, P3"
3768,Legend with latex displays wrong in jupyter lab,open,2022-06-09T09:55:02Z,2024-08-12T20:15:48Z,marthacryan,"bug, P3"
3759,color_discrete_map in px.pie() should require color argument,open,2022-06-05T08:14:09Z,2024-08-12T20:15:43Z,,"bug, P3"
3753,Animation deletes traces,open,2022-06-02T11:32:47Z,2024-08-12T20:15:26Z,,"bug, P3"
3719,[PLOTLY==5.7.0 BUG] CRIMEA IS NOT RUSSIA,closed,2022-05-09T16:22:22Z,2025-01-14T20:24:47Z,gvwilson,"bug, P2"
3710,"Custom values for `griddash`, e.g. '10px' don't work (plotly.js 2.12.0)",closed,2022-05-05T18:44:38Z,2022-05-10T00:32:06Z,,bug
3709,px.area() ignores color_discrete_sequence or color_discrete_map when mode='none',open,2022-05-04T14:31:59Z,2024-08-12T20:13:37Z,LiamConnors,"bug, P3, documentation"
3677,Multiple traces in a FigureWidget break callbacks,open,2022-04-12T14:38:43Z,2024-08-13T20:40:51Z,,"bug, P3"
3675,Missing functionality in `px.timeline` against `create_gantt()` figure factory,open,2022-04-11T14:09:23Z,2024-08-12T20:12:50Z,,"bug, P3, regression"
3674,rendering problems with mesh3d and logarithmic zaxis ,open,2022-04-09T13:48:37Z,2024-08-12T20:12:32Z,,"bug, P3"
3661,Latex plot titles are not rendered in VS Code,open,2022-04-01T14:44:52Z,2024-08-12T20:12:07Z,marthacryan,"bug, P3"
3643,Long dataframes break HTML parsing,open,2022-03-24T20:38:01Z,2024-08-12T20:11:25Z,,"bug, P3"
3631,scattermapbox plot doesn't update with change in pandas dataframe in a callback,closed,2022-03-15T04:42:55Z,2023-10-04T13:22:29Z,,bug
3619,Violin scalemode has no effect ,open,2022-03-08T08:21:14Z,2024-08-12T20:10:28Z,,"bug, P3"
3613,"Problem with yaxis.autorange, when set to False",open,2022-03-03T15:44:52Z,2024-08-12T20:10:13Z,,"bug, P3"
3606,"""x unified"" Does not show all data info at same X",open,2022-02-25T09:25:21Z,2024-08-12T20:10:09Z,,"bug, P3"
3604,"px.density_mapbox does not show the data point if z value is ""1""",closed,2022-02-24T18:05:50Z,2024-07-03T17:00:55Z,,bug
3601,First of multiple plots blank in Jupyter when using iframe renderer.,open,2022-02-21T01:48:16Z,2024-08-12T20:10:04Z,,"bug, P3"
3599,plotly.io.write_html return,closed,2022-02-18T07:43:00Z,2025-03-03T22:02:15Z,LiamConnors,"bug, P3"
3587,Improper Sankey rendering for certain minimal topologies with loops,open,2022-02-07T21:18:57Z,2024-08-12T16:01:11Z,,"bug, P3"
3586,Empty plot on setting axis type to 'log',open,2022-02-07T17:49:03Z,2024-08-12T16:01:16Z,,"bug, P3"
3582,Long length word in table cell not visible,open,2022-02-03T21:08:55Z,2024-08-12T16:01:54Z,,"bug, P3"
3580,title_font broken within template layouts,open,2022-02-03T13:48:39Z,2024-08-12T16:01:58Z,,"bug, P3"
3578,Update Method Example Broken,open,2022-02-01T22:29:36Z,2024-08-12T16:02:12Z,,"bug, P3"
3577,scatter_matrix is incorrect when using color and non-sorted index,closed,2022-01-31T17:50:51Z,2024-12-05T21:57:13Z,,"bug, P3"
3576,parallel_coordinates is incorrect when using `color` and non-sorted index,closed,2022-01-30T19:48:01Z,2024-12-05T21:57:14Z,,"bug, P3"
3575,updatemenu button moves on 2nd click,open,2022-01-29T09:03:48Z,2024-08-12T16:02:30Z,,"bug, P3"
3573,Plot does not download as png/svg,open,2022-01-28T20:25:28Z,2024-08-12T16:02:49Z,,"bug, P3"
3572,add_vline not rendering properly with secondary y-axis,open,2022-01-28T13:15:03Z,2024-08-12T16:02:54Z,,"bug, P3"
3568,Weird Sankey cycles when nodes are positionned and not ordered by increasing x values,open,2022-01-25T20:21:08Z,2024-08-12T16:02:59Z,,"bug, P3"
3567,"With newer versions of orjson, users need to specify the json engine explicitly (bug?)",closed,2022-01-25T12:39:26Z,2024-12-02T17:11:41Z,emilykl,"bug, sev-1"
3566,Fixed line is drawn wrongly after zoom and pan,open,2022-01-24T14:37:50Z,2024-08-12T16:03:08Z,,"bug, P3"
3558,Box plot with custom quartiles being inconsistent with upperfence parameter,open,2022-01-19T08:08:09Z,2024-08-12T16:03:13Z,,"bug, P3"
3551,incorrect string representation of Infinity,open,2022-01-15T15:05:46Z,2024-08-12T16:03:29Z,,"bug, P3"
3549,Traces in facet plot drawn outside of figure area.,open,2022-01-14T17:45:55Z,2024-08-12T16:03:34Z,,"bug, P3"
3548,"""Double click to isolate one trace"" does not always do so",open,2022-01-14T16:31:18Z,2024-08-12T16:03:39Z,,"bug, P3"
3547,"add_vline/hline annotation text location fixed to first shape if using a pre-instantiated dict for the ""annotation"" input parameter",open,2022-01-14T13:31:00Z,2024-08-12T16:03:46Z,,"bug, P3"
3543,Error of `make html` to build API reference,open,2022-01-08T21:50:00Z,2024-11-20T17:49:20Z,gvwilson,"bug, P3, infrastructure, documentation"
3542,range is only working on the x Axis,open,2022-01-07T17:15:20Z,2024-08-12T16:04:16Z,,"bug, P3"
3539,Using a slider creates jitter on an animated scattermapbox,open,2022-01-06T17:28:36Z,2024-08-12T16:04:24Z,,"bug, P3, performance"
3538,incorrect behavior of on_selection callback attached to multiple subplots on Linux,open,2022-01-06T00:10:52Z,2024-08-12T16:04:47Z,,"bug, P3"
3537,Some points not included in range of axes of 3D Axes in Python,open,2022-01-04T07:38:04Z,2024-08-12T16:05:06Z,,"bug, P3"
3516,Hover tooltip works incorrectly in scatter WebGL,open,2021-12-15T15:33:20Z,2024-08-12T16:05:51Z,,"bug, P3"
3507,px.ecdf // x_log leads to shifted marginal histogram,open,2021-12-08T21:36:43Z,2024-08-12T16:07:23Z,,"bug, P3"
3501,Bar yaxis range does not work with datetime,open,2021-12-06T09:44:42Z,2024-08-12T16:07:31Z,,"bug, P3"
3493,problem with vrect in log plot,open,2021-12-01T14:19:50Z,2024-08-12T16:08:13Z,nicholas-esterer,"bug, P3"
3490,useless line in the _Quiver class definition,open,2021-11-25T17:48:09Z,2024-08-12T16:08:25Z,,"bug, P3"
3481,Problem with radialaxis ticks in polar plot when using date values,open,2021-11-21T14:37:54Z,2024-08-12T16:08:30Z,,"bug, P3"
3473,px.timeline Incorrectly interprets x_end datetimes,open,2021-11-16T19:24:16Z,2024-08-12T16:08:58Z,,"bug, P3"
3470,plotly.graph_objects.FigureWidget does not support NaN or Inf due to JSON limitations,open,2021-11-15T09:54:31Z,2024-08-12T16:09:02Z,,"bug, P3"
3469,"Write Image as PDF with Box includes text ""Loading [MathJax]/extensions/MathMenu.js""",open,2021-11-15T08:36:09Z,2025-02-25T07:01:35Z,,"bug, P2"
3463,add_layout_image doesn't work with secondary_y,open,2021-11-12T04:04:53Z,2024-08-12T16:09:29Z,,"bug, P3"
3462, adding bar traces with add_trace gives different x-axis spacing than adding strip or box traces in Plotly Express,open,2021-11-11T14:59:22Z,2024-08-12T16:10:52Z,,"bug, P3"
3459,Surface Plot not potting values properly when there is only one piece of data in a row or column of the data,open,2021-11-10T15:26:28Z,2024-08-12T16:10:57Z,,"bug, P3"
3456,Line break for text is not working in Scattergl(),open,2021-11-09T07:10:58Z,2024-08-12T16:11:02Z,,"bug, P3"
3455,Violin plot with 'name' attribute set as Datetime gets flattened out,open,2021-11-09T06:44:14Z,2024-08-12T16:11:13Z,,"bug, P3"
3453,KeyError in express.scatter plot with facet_col when the data contains nan,open,2021-11-05T16:42:55Z,2024-08-12T16:11:17Z,,"bug, P3"
3444,Offline plot does not work properly if the path to the working folder contains Cyrillic,open,2021-10-28T19:19:35Z,2024-08-12T16:11:21Z,,"bug, P3"
3441,ValueError(“Invalid value”) in basedatatypes.py,open,2021-10-24T22:33:23Z,2024-08-12T16:11:25Z,,"bug, P3"
3424,mixed graph and table subplots break when hline or vline are added,open,2021-10-09T13:43:53Z,2024-08-12T16:11:42Z,,"bug, P3"
3406,stats model missing in plotly express requirements.txt file,open,2021-10-01T14:00:35Z,2024-08-12T16:12:32Z,,"bug, P3, infrastructure"
3394,Plotly Express cannot process wide-form data with columns of different type,open,2021-09-22T15:30:11Z,2024-08-12T16:12:42Z,,"bug, P3"
3380,Handle serializing dicts with ints and strings,closed,2021-09-13T15:04:27Z,2021-09-16T14:11:14Z,,bug
3352,Automargins cause imshow figure to jump around and change pixel size and labels spacing,open,2021-08-20T15:46:56Z,2024-08-12T16:14:36Z,,"bug, P3"
3348,Scattermapbox fill plotting jagged lines,open,2021-08-13T16:39:28Z,2024-08-12T16:14:57Z,,"bug, P3"
3339,mapbox static image export fails with tile server requiring client certificates,open,2021-08-06T14:03:19Z,2024-09-03T04:09:59Z,,"bug, P3"
3323,create_trisurf raises an IndexError exception when one triangle's average height is very close to max height,open,2021-07-30T19:23:21Z,2024-08-12T16:15:43Z,,"bug, P3"
3308,wrong customdata shape in go.Surface,open,2021-07-20T13:08:49Z,2024-08-12T16:15:57Z,,"bug, P3"
3300,Incompatible behavior for filling area with `Scattergl` compared to `Scatter`,open,2021-07-13T18:23:16Z,2024-08-12T16:16:06Z,,"bug, P3"
3297,log_y=True produces empty plot,open,2021-07-12T10:15:12Z,2024-08-12T16:16:10Z,,"bug, P3"
3296,px.imshow requires int for facet_col while px.scatter can be str,open,2021-07-09T21:29:02Z,2024-08-12T16:16:15Z,,"bug, P3"
3294,'plotly' package contains 123MB of autogenerated code,closed,2021-07-09T01:49:58Z,2025-03-18T14:09:13Z,gvwilson,"bug, P2, infrastructure"
3292,minor regression: `customdata` is sometimes a tuple ,closed,2021-07-07T13:25:51Z,2021-07-15T18:11:29Z,jonmmease,bug
3291,Plotly Express doesn't force category orders on axes,open,2021-07-07T13:13:23Z,2024-08-12T16:16:44Z,,"bug, P3"
3276,Changing active slider value doesn't change the displayed data,open,2021-06-24T23:34:16Z,2024-08-12T16:16:54Z,,"bug, P3"
3253,Plotly express not compatible with pandas NAType/pandas.NA/pd.NA values,closed,2021-06-18T11:27:24Z,2024-07-11T13:45:33Z,,"bug, sev-3"
3234,Document Inaccurate for make_subplots function,open,2021-06-08T19:26:45Z,2024-08-12T16:17:31Z,LiamConnors,"bug, P3"
3224,fail to update_xaxes rangebreaks by datetime,open,2021-06-06T09:32:11Z,2024-08-12T16:19:16Z,,"bug, P3"
3210,secondary_y creates a small spacing on the right,open,2021-05-29T18:23:54Z,2024-08-12T16:19:33Z,,"bug, P3"
3198,Bug when using categorical axes and colors in plotly.express,open,2021-05-19T06:35:45Z,2024-08-12T16:19:38Z,,"bug, P3"
3194,Scattergl and px.line fill and continuous error bands don't appear,open,2021-05-13T07:23:00Z,2024-08-12T16:19:42Z,,"bug, P3"
3176,Difference in NaNs in hover values between figure and figure widget,open,2021-04-29T16:26:55Z,2024-08-12T16:20:02Z,,"bug, P3"
3134,holidays on week days behave incorrectly,open,2021-04-05T23:36:23Z,2024-08-12T16:20:45Z,,"bug, P3"
3099,Empty String on axis ticks changes plot size,open,2021-03-04T12:16:52Z,2024-08-12T16:21:44Z,,"bug, P3"
3098,"fig.show() result - Chrome displays Aw, Snap! error if Chrome is initially closed",open,2021-03-03T19:30:25Z,2024-08-12T16:21:50Z,,"bug, P3"
3071,px.scatter() errors when size param is Pandas Extension dtype Int64,open,2021-02-12T12:24:39Z,2024-08-12T13:44:36Z,,"bug, sev-2, P3"
3068,"Example ""Update Button"" is broken in: Python > Custom Controls > Custom Buttons",open,2021-02-08T13:39:30Z,2024-08-12T16:22:16Z,,"bug, P3"
3065,Error on using add_vline with text annotation for data with date-time x axis,open,2021-02-05T17:08:33Z,2024-08-12T13:45:07Z,nicholas-esterer,"bug, sev-2, P3"
3059,Sankey is not updated on callback,open,2021-02-02T08:23:28Z,2024-08-12T16:22:22Z,,"bug, P3"
3054,unlabel_rgb does not work on a list as it says in the docs,open,2021-01-30T09:45:42Z,2024-08-16T15:29:02Z,,"bug, P3, documentation"
3052,Jupyterlab 3: Renderer broken inside fresh env with extensions properly installed,open,2021-01-28T21:07:43Z,2024-08-12T15:03:29Z,,"bug, P3"
3045,right click context menu hidden when panning in line3d,open,2021-01-24T21:37:23Z,2024-08-12T15:04:31Z,,"bug, P3"
3033,category_order is not working after using facet plots,open,2021-01-19T22:05:42Z,2024-08-12T15:05:58Z,,"bug, P3"
3013,add_vline is broken for categorical scatter plots with categories that convert to numbers,open,2021-01-08T23:38:38Z,2024-08-12T13:45:02Z,nicholas-esterer,"bug, P3"
3003,Sankey node x and y positions ignored if node is empty,open,2021-01-04T19:19:54Z,2024-08-12T15:06:49Z,,"bug, P3"
2998,y-values overlap when using rangebreaks ,open,2020-12-30T04:06:41Z,2024-08-12T15:06:53Z,,"bug, P3"
2987,Bar chart with timeseries index not displaying depending on proximity of the times,open,2020-12-22T11:18:11Z,2024-08-12T15:07:23Z,,"bug, P3"
2982,Incorrect marker style in scatter3d,open,2020-12-17T02:53:30Z,2024-08-12T15:07:48Z,,"bug, P3"
2981,modeBarButtonsToAdd doesn’t appear to be working as intended,open,2020-12-16T00:30:25Z,2024-08-12T15:07:53Z,,"bug, P3"
2971,Scattergl doesn't fill to zero y properly,open,2020-12-14T09:57:50Z,2024-08-12T15:08:09Z,,"bug, P3"
2969,Funnel plot text does not position itself properly,open,2020-12-12T05:00:20Z,2024-08-12T15:08:13Z,,"bug, P3"
2966,px.pie has no legend title,open,2020-12-10T21:32:06Z,2024-08-12T13:44:57Z,,"bug, P3"
2965,"Scattermapbox maki symbols plot on map, but not legend",open,2020-12-09T14:25:34Z,2024-08-12T15:08:36Z,,"bug, P3"
2942,Broken filled area plot after interaction,open,2020-11-28T20:29:03Z,2024-08-12T15:09:15Z,,"bug, P3"
2924,Pie chart and hover_data: multiple values are all shown under same label,open,2020-11-21T21:43:08Z,2024-08-12T15:09:50Z,,"bug, P3"
2918,Cannot show the figure in jupyterlab,open,2020-11-20T01:10:23Z,2024-08-12T15:09:55Z,,"bug, P3"
2914,French Guiana plotted as France in choropleth map,closed,2020-11-19T05:56:44Z,2025-02-11T16:13:43Z,,"bug, P3, P2"
2902,"go.Sankey not respecting (x,y) coordinates",open,2020-11-13T10:59:21Z,2025-01-10T02:00:17Z,,"bug, P3"
2899,log_x not working in histogram,open,2020-11-12T23:26:53Z,2025-03-24T00:33:13Z,,"bug, P3"
2887,Titles with LATEX strings doesn't appear in firefox,open,2020-11-10T12:49:38Z,2024-08-12T15:11:02Z,,"bug, P3"
2881,Scattergl (WebGL) lines are not well behaved when zoomed very close,open,2020-11-06T21:27:15Z,2024-08-12T15:11:33Z,,"bug, P3"
2877,JupyterDash line shapes incorrect plotted,open,2020-11-05T18:18:58Z,2024-08-12T15:11:46Z,,"bug, P3"
2869,xaxis labels/ticklabels missing from the last columns in charts using facet_col_wrap,open,2020-10-30T21:49:48Z,2024-08-12T15:13:01Z,,"bug, P3"
2856,Can not use transparency in px.imshow,open,2020-10-23T17:43:56Z,2024-08-12T15:13:44Z,,"bug, P3"
2811,Layer disappears if zoomed out.  Reappears when zooming.,open,2020-10-07T20:04:59Z,2024-08-12T15:14:21Z,,"bug, P3"
2810,Malaysia is shown in a wrong place on a map ,closed,2020-10-07T05:23:26Z,2025-02-11T16:13:53Z,gvwilson,"bug, P2"
2788,Auto-scaling of the go.Bar does not respect labels,open,2020-09-23T09:35:16Z,2024-08-12T15:14:46Z,,"bug, P3"
2760,hover_data in PX doesn't accept df.index,open,2020-09-09T17:53:45Z,2024-08-12T15:15:15Z,LiamConnors,"bug, P3"
2759,Scattergl fill not shown when too many scattergl-traces in plot,open,2020-09-09T14:59:36Z,2024-08-12T15:15:20Z,,"bug, P3"
2751,Events such as on_click in charts/figures with multiple traces only receive point ids for one trace ,open,2020-09-06T13:57:02Z,2024-08-12T15:15:25Z,,"bug, P3"
2741,textfont color ignored in Sankey diagram,open,2020-09-02T00:56:29Z,2024-08-12T15:15:34Z,,"bug, P3"
2740,Axis formatting not carrying over to hover text in shared axes,open,2020-09-01T19:28:13Z,2024-08-12T15:15:39Z,,"bug, P3"
2738,Horizontal zooming on faceted scatter plots does not scale y axes correctly,open,2020-09-01T07:10:16Z,2024-08-12T15:16:12Z,,"bug, P3"
2705,Shared x-axis does not work when using grid layout,open,2020-08-13T13:49:26Z,2024-08-12T15:17:04Z,,"bug, P3"
2699,"Parcoords line opacity, rgba color not working",open,2020-08-10T11:43:16Z,2024-08-12T13:45:42Z,LiamConnors,"bug, P3"
2697,"tickformat = ',d' results in an unexpected alignment of subplots",closed,2020-08-10T00:00:49Z,2024-06-18T15:55:33Z,,bug
2694,ipywidgets  GridspecLayout not supported,open,2020-08-07T11:48:16Z,2024-08-12T15:17:28Z,,"bug, P3"
2684,Incorrect height of coloured px.timeline bars,closed,2020-08-04T15:19:09Z,2024-11-21T23:16:10Z,,bug
2618,Error when running the create_dendrogram example,closed,2020-07-06T06:22:46Z,2020-07-13T13:57:40Z,,bug
2607,"cannot use column name ""parent"" for the dataframe passed to sunburst graph",closed,2020-06-28T12:49:47Z,2020-07-15T17:19:11Z,emmanuelle,bug
2604,Pie Chart hover displays e+10 as e+1,open,2020-06-26T09:53:00Z,2024-08-12T15:18:10Z,,"bug, P3"
2581,clicktoshow not working for annotations on log scale,open,2020-06-20T22:40:16Z,2024-08-12T15:18:44Z,,"bug, P3"
2580,annotation coordinates do not respect log scaling,open,2020-06-20T21:34:39Z,2024-08-12T15:18:48Z,,"bug, P3"
2575,plotly.express.scatter_geo shows values provided to text argument in the hoverinfo instead of printing them on the map,open,2020-06-18T00:38:12Z,2024-10-23T16:34:49Z,,"bug, P3"
